comunidad,provincia,year,Tipo,numero,Textbox6,Textbox7,numero1
"Balears, Illes","Balears, Illes",2018,Nº de accidentes con víctimas,3.450,"Subtotal Balears, Illes",3.450,102.299
"Balears, Illes","Balears, Illes",2018,Víctimas mortales,53,"Subtotal Balears, Illes",53,1.806
"Balears, Illes","Balears, Illes",2018,Heridos hospitalizados,310,"Subtotal Balears, Illes",310,8.935
"Balears, Illes","Balears, Illes",2018,Total víctimas,4.695,"Subtotal Balears, Illes",4.695,140.415
"Balears, Illes","Balears, Illes",2019,Nº de accidentes con víctimas,3.356,"Subtotal Balears, Illes",3.356,104.080
"Balears, Illes","Balears, Illes",2019,Víctimas mortales,49,"Subtotal Balears, Illes",49,1.755
"Balears, Illes","Balears, Illes",2019,Heridos hospitalizados,287,"Subtotal Balears, Illes",287,8.613
"Balears, Illes","Balears, Illes",2019,Total víctimas,4.462,"Subtotal Balears, Illes",4.462,141.113
"Balears, Illes","Balears, Illes",2020,Nº de accidentes con víctimas,2.092,"Subtotal Balears, Illes",2.092,72.959
"Balears, Illes","Balears, Illes",2020,Víctimas mortales,37,"Subtotal Balears, Illes",37,1.370
"Balears, Illes","Balears, Illes",2020,Heridos hospitalizados,197,"Subtotal Balears, Illes",197,6.681
"Balears, Illes","Balears, Illes",2020,Total víctimas,2.727,"Subtotal Balears, Illes",2.727,95.932
"Balears, Illes","Balears, Illes",2021,Nº de accidentes con víctimas,2.748,"Subtotal Balears, Illes",2.748,89.862
"Balears, Illes","Balears, Illes",2021,Víctimas mortales,47,"Subtotal Balears, Illes",47,1.533
"Balears, Illes","Balears, Illes",2021,Heridos hospitalizados,275,"Subtotal Balears, Illes",275,7.784
"Balears, Illes","Balears, Illes",2021,Total víctimas,3.556,"Subtotal Balears, Illes",3.556,119.695
"Balears, Illes","Balears, Illes",2022,Nº de accidentes con víctimas,3.078,"Subtotal Balears, Illes",3.078,97.916
"Balears, Illes","Balears, Illes",2022,Víctimas mortales,38,"Subtotal Balears, Illes",38,1.746
"Balears, Illes","Balears, Illes",2022,Heridos hospitalizados,322,"Subtotal Balears, Illes",322,8.502
"Balears, Illes","Balears, Illes",2022,Total víctimas,3.987,"Subtotal Balears, Illes",3.987,129.576
Canarias,"Palmas, Las",2011,Nº de accidentes con víctimas,656,Subtotal Canarias,1.877,83.027
Canarias,"Palmas, Las",2011,Víctimas mortales,28,Subtotal Canarias,47,2.060
Canarias,"Palmas, Las",2011,Heridos hospitalizados,100,Subtotal Canarias,289,11.347
Canarias,"Palmas, Las",2011,Total víctimas,1.093,Subtotal Canarias,2.810,117.687
Canarias,"Palmas, Las",2012,Nº de accidentes con víctimas,702,Subtotal Canarias,1.867,83.115
Canarias,"Palmas, Las",2012,Víctimas mortales,35,Subtotal Canarias,61,1.903
Canarias,"Palmas, Las",2012,Heridos hospitalizados,101,Subtotal Canarias,292,10.444
Canarias,"Palmas, Las",2012,Total víctimas,1.169,Subtotal Canarias,2.859,117.793
Canarias,"Palmas, Las",2013,Nº de accidentes con víctimas,698,Subtotal Canarias,2.351,89.519
Canarias,"Palmas, Las",2013,Víctimas mortales,25,Subtotal Canarias,48,1.680
Canarias,"Palmas, Las",2013,Heridos hospitalizados,79,Subtotal Canarias,300,10.086
Canarias,"Palmas, Las",2013,Total víctimas,1.095,Subtotal Canarias,3.405,126.400
Canarias,"Palmas, Las",2014,Nº de accidentes con víctimas,1.239,Subtotal Canarias,3.051,91.570
Canarias,"Palmas, Las",2014,Víctimas mortales,31,Subtotal Canarias,57,1.688
Canarias,"Palmas, Las",2014,Heridos hospitalizados,131,Subtotal Canarias,362,9.574
Canarias,"Palmas, Las",2014,Total víctimas,1.835,Subtotal Canarias,4.382,128.320
Canarias,"Palmas, Las",2015,Nº de accidentes con víctimas,1.472,Subtotal Canarias,3.269,97.756
Canarias,"Palmas, Las",2015,Víctimas mortales,22,Subtotal Canarias,62,1.689
Canarias,"Palmas, Las",2015,Heridos hospitalizados,145,Subtotal Canarias,347,9.495
Canarias,"Palmas, Las",2015,Total víctimas,2.138,Subtotal Canarias,4.731,136.144
Canarias,"Palmas, Las",2016,Nº de accidentes con víctimas,1.314,Subtotal Canarias,3.571,102.362
Canarias,"Palmas, Las",2016,Víctimas mortales,40,Subtotal Canarias,71,1.810
Canarias,"Palmas, Las",2016,Heridos hospitalizados,130,Subtotal Canarias,391,9.755
Canarias,"Palmas, Las",2016,Total víctimas,1.978,Subtotal Canarias,5.255,142.200
Canarias,"Palmas, Las",2017,Nº de accidentes con víctimas,1.302,Subtotal Canarias,3.518,102.233
Canarias,"Palmas, Las",2017,Víctimas mortales,30,Subtotal Canarias,67,1.830
Canarias,"Palmas, Las",2017,Heridos hospitalizados,115,Subtotal Canarias,413,9.546
Canarias,"Palmas, Las",2017,Total víctimas,2.031,Subtotal Canarias,5.200,140.992
Canarias,"Palmas, Las",2018,Nº de accidentes con víctimas,1.272,Subtotal Canarias,3.439,102.299
Canarias,"Palmas, Las",2018,Víctimas mortales,39,Subtotal Canarias,68,1.806
Canarias,"Palmas, Las",2018,Heridos hospitalizados,95,Subtotal Canarias,401,8.935
Canarias,"Palmas, Las",2018,Total víctimas,1.959,Subtotal Canarias,5.028,140.415
Canarias,"Palmas, Las",2019,Nº de accidentes con víctimas,2.158,Subtotal Canarias,4.400,104.080
Canarias,"Palmas, Las",2019,Víctimas mortales,32,Subtotal Canarias,74,1.755
Canarias,"Palmas, Las",2019,Heridos hospitalizados,99,Subtotal Canarias,438,8.613
Canarias,"Palmas, Las",2019,Total víctimas,3.129,Subtotal Canarias,6.220,141.113
Canarias,"Palmas, Las",2020,Nº de accidentes con víctimas,1.790,Subtotal Canarias,3.459,72.959
Canarias,"Palmas, Las",2020,Víctimas mortales,22,Subtotal Canarias,50,1.370
Canarias,"Palmas, Las",2020,Heridos hospitalizados,93,Subtotal Canarias,357,6.681
Canarias,"Palmas, Las",2020,Total víctimas,2.462,Subtotal Canarias,4.715,95.932
Canarias,"Palmas, Las",2021,Nº de accidentes con víctimas,1.971,Subtotal Canarias,3.965,89.862
Canarias,"Palmas, Las",2021,Víctimas mortales,25,Subtotal Canarias,60,1.533
Canarias,"Palmas, Las",2021,Heridos hospitalizados,112,Subtotal Canarias,360,7.784
Canarias,"Palmas, Las",2021,Total víctimas,2.600,Subtotal Canarias,5.396,119.695
Canarias,"Palmas, Las",2022,Nº de accidentes con víctimas,2.068,Subtotal Canarias,4.205,97.916
Canarias,"Palmas, Las",2022,Víctimas mortales,31,Subtotal Canarias,68,1.746
Canarias,"Palmas, Las",2022,Heridos hospitalizados,140,Subtotal Canarias,414,8.502
Canarias,"Palmas, Las",2022,Total víctimas,2.783,Subtotal Canarias,5.729,129.576
Canarias,Santa Cruz de Tenerife,2011,Nº de accidentes con víctimas,1.221,Subtotal Canarias,1.877,83.027
Canarias,Santa Cruz de Tenerife,2011,Víctimas mortales,19,Subtotal Canarias,47,2.060
Canarias,Santa Cruz de Tenerife,2011,Heridos hospitalizados,189,Subtotal Canarias,289,11.347
Canarias,Santa Cruz de Tenerife,2011,Total víctimas,1.717,Subtotal Canarias,2.810,117.687
Canarias,Santa Cruz de Tenerife,2012,Nº de accidentes con víctimas,1.165,Subtotal Canarias,1.867,83.115
Canarias,Santa Cruz de Tenerife,2012,Víctimas mortales,26,Subtotal Canarias,61,1.903
Canarias,Santa Cruz de Tenerife,2012,Heridos hospitalizados,191,Subtotal Canarias,292,10.444
Canarias,Santa Cruz de Tenerife,2012,Total víctimas,1.690,Subtotal Canarias,2.859,117.793
Canarias,Santa Cruz de Tenerife,2013,Nº de accidentes con víctimas,1.653,Subtotal Canarias,2.351,89.519
Canarias,Santa Cruz de Tenerife,2013,Víctimas mortales,23,Subtotal Canarias,48,1.680
Canarias,Santa Cruz de Tenerife,2013,Heridos hospitalizados,221,Subtotal Canarias,300,10.086
Canarias,Santa Cruz de Tenerife,2013,Total víctimas,2.310,Subtotal Canarias,3.405,126.400
Canarias,Santa Cruz de Tenerife,2014,Nº de accidentes con víctimas,1.812,Subtotal Canarias,3.051,91.570
Canarias,Santa Cruz de Tenerife,2014,Víctimas mortales,26,Subtotal Canarias,57,1.688
Canarias,Santa Cruz de Tenerife,2014,Heridos hospitalizados,231,Subtotal Canarias,362,9.574
Canarias,Santa Cruz de Tenerife,2014,Total víctimas,2.547,Subtotal Canarias,4.382,128.320
Canarias,Santa Cruz de Tenerife,2015,Nº de accidentes con víctimas,1.797,Subtotal Canarias,3.269,97.756
Canarias,Santa Cruz de Tenerife,2015,Víctimas mortales,40,Subtotal Canarias,62,1.689
Canarias,Santa Cruz de Tenerife,2015,Heridos hospitalizados,202,Subtotal Canarias,347,9.495
Canarias,Santa Cruz de Tenerife,2015,Total víctimas,2.593,Subtotal Canarias,4.731,136.144
Canarias,Santa Cruz de Tenerife,2016,Nº de accidentes con víctimas,2.257,Subtotal Canarias,3.571,102.362
Canarias,Santa Cruz de Tenerife,2016,Víctimas mortales,31,Subtotal Canarias,71,1.810
Canarias,Santa Cruz de Tenerife,2016,Heridos hospitalizados,261,Subtotal Canarias,391,9.755
Canarias,Santa Cruz de Tenerife,2016,Total víctimas,3.277,Subtotal Canarias,5.255,142.200
Canarias,Santa Cruz de Tenerife,2017,Nº de accidentes con víctimas,2.216,Subtotal Canarias,3.518,102.233
Canarias,Santa Cruz de Tenerife,2017,Víctimas mortales,37,Subtotal Canarias,67,1.830
Canarias,Santa Cruz de Tenerife,2017,Heridos hospitalizados,298,Subtotal Canarias,413,9.546
Canarias,Santa Cruz de Tenerife,2017,Total víctimas,3.169,Subtotal Canarias,5.200,140.992
Canarias,Santa Cruz de Tenerife,2018,Nº de accidentes con víctimas,2.167,Subtotal Canarias,3.439,102.299
Canarias,Santa Cruz de Tenerife,2018,Víctimas mortales,29,Subtotal Canarias,68,1.806
Canarias,Santa Cruz de Tenerife,2018,Heridos hospitalizados,306,Subtotal Canarias,401,8.935
Canarias,Santa Cruz de Tenerife,2018,Total víctimas,3.069,Subtotal Canarias,5.028,140.415
Canarias,Santa Cruz de Tenerife,2019,Nº de accidentes con víctimas,2.242,Subtotal Canarias,4.400,104.080
Canarias,Santa Cruz de Tenerife,2019,Víctimas mortales,42,Subtotal Canarias,74,1.755
Canarias,Santa Cruz de Tenerife,2019,Heridos hospitalizados,339,Subtotal Canarias,438,8.613
Canarias,Santa Cruz de Tenerife,2019,Total víctimas,3.091,Subtotal Canarias,6.220,141.113
Canarias,Santa Cruz de Tenerife,2020,Nº de accidentes con víctimas,1.669,Subtotal Canarias,3.459,72.959
Canarias,Santa Cruz de Tenerife,2020,Víctimas mortales,28,Subtotal Canarias,50,1.370
Canarias,Santa Cruz de Tenerife,2020,Heridos hospitalizados,264,Subtotal Canarias,357,6.681
Canarias,Santa Cruz de Tenerife,2020,Total víctimas,2.253,Subtotal Canarias,4.715,95.932
Canarias,Santa Cruz de Tenerife,2021,Nº de accidentes con víctimas,1.994,Subtotal Canarias,3.965,89.862
Canarias,Santa Cruz de Tenerife,2021,Víctimas mortales,35,Subtotal Canarias,60,1.533
Canarias,Santa Cruz de Tenerife,2021,Heridos hospitalizados,248,Subtotal Canarias,360,7.784
Canarias,Santa Cruz de Tenerife,2021,Total víctimas,2.796,Subtotal Canarias,5.396,119.695
Canarias,Santa Cruz de Tenerife,2022,Nº de accidentes con víctimas,2.137,Subtotal Canarias,4.205,97.916
Canarias,Santa Cruz de Tenerife,2022,Víctimas mortales,37,Subtotal Canarias,68,1.746
Canarias,Santa Cruz de Tenerife,2022,Heridos hospitalizados,274,Subtotal Canarias,414,8.502
Canarias,Santa Cruz de Tenerife,2022,Total víctimas,2.946,Subtotal Canarias,5.729,129.576
Cantabria,Cantabria,2011,Nº de accidentes con víctimas,694,Subtotal Cantabria,694,83.027
Cantabria,Cantabria,2011,Víctimas mortales,21,Subtotal Cantabria,21,2.060
Cantabria,Cantabria,2011,Heridos hospitalizados,79,Subtotal Cantabria,79,11.347
Cantabria,Cantabria,2011,Total víctimas,1.072,Subtotal Cantabria,1.072,117.687
Cantabria,Cantabria,2012,Nº de accidentes con víctimas,713,Subtotal Cantabria,713,83.115
Cantabria,Cantabria,2012,Víctimas mortales,14,Subtotal Cantabria,14,1.903
Cantabria,Cantabria,2012,Heridos hospitalizados,68,Subtotal Cantabria,68,10.444
Cantabria,Cantabria,2012,Total víctimas,1.110,Subtotal Cantabria,1.110,117.793
Cantabria,Cantabria,2013,Nº de accidentes con víctimas,815,Subtotal Cantabria,815,89.519
Cantabria,Cantabria,2013,Víctimas mortales,20,Subtotal Cantabria,20,1.680
Cantabria,Cantabria,2013,Heridos hospitalizados,97,Subtotal Cantabria,97,10.086
Cantabria,Cantabria,2013,Total víctimas,1.269,Subtotal Cantabria,1.269,126.400
Cantabria,Cantabria,2014,Nº de accidentes con víctimas,745,Subtotal Cantabria,745,91.570
Cantabria,Cantabria,2014,Víctimas mortales,18,Subtotal Cantabria,18,1.688
Cantabria,Cantabria,2014,Heridos hospitalizados,56,Subtotal Cantabria,56,9.574
Cantabria,Cantabria,2014,Total víctimas,1.132,Subtotal Cantabria,1.132,128.320
Cantabria,Cantabria,2015,Nº de accidentes con víctimas,703,Subtotal Cantabria,703,97.756
Cantabria,Cantabria,2015,Víctimas mortales,22,Subtotal Cantabria,22,1.689
Cantabria,Cantabria,2015,Heridos hospitalizados,57,Subtotal Cantabria,57,9.495
Cantabria,Cantabria,2015,Total víctimas,1.065,Subtotal Cantabria,1.065,136.144
Cantabria,Cantabria,2016,Nº de accidentes con víctimas,710,Subtotal Cantabria,710,102.362
Cantabria,Cantabria,2016,Víctimas mortales,21,Subtotal Cantabria,21,1.810
Cantabria,Cantabria,2016,Heridos hospitalizados,67,Subtotal Cantabria,67,9.755
Cantabria,Cantabria,2016,Total víctimas,1.089,Subtotal Cantabria,1.089,142.200
Cantabria,Cantabria,2017,Nº de accidentes con víctimas,714,Subtotal Cantabria,714,102.233
Cantabria,Cantabria,2017,Víctimas mortales,22,Subtotal Cantabria,22,1.830
Cantabria,Cantabria,2017,Heridos hospitalizados,68,Subtotal Cantabria,68,9.546
Cantabria,Cantabria,2017,Total víctimas,1.039,Subtotal Cantabria,1.039,140.992
Cantabria,Cantabria,2018,Nº de accidentes con víctimas,628,Subtotal Cantabria,628,102.299
Cantabria,Cantabria,2018,Víctimas mortales,23,Subtotal Cantabria,23,1.806
Cantabria,Cantabria,2018,Heridos hospitalizados,62,Subtotal Cantabria,62,8.935
Cantabria,Cantabria,2018,Total víctimas,994,Subtotal Cantabria,994,140.415
Cantabria,Cantabria,2019,Nº de accidentes con víctimas,920,Subtotal Cantabria,920,104.080
Cantabria,Cantabria,2019,Víctimas mortales,18,Subtotal Cantabria,18,1.755
Cantabria,Cantabria,2019,Heridos hospitalizados,77,Subtotal Cantabria,77,8.613
Cantabria,Cantabria,2019,Total víctimas,1.350,Subtotal Cantabria,1.350,141.113
Cantabria,Cantabria,2020,Nº de accidentes con víctimas,830,Subtotal Cantabria,830,72.959
Cantabria,Cantabria,2020,Víctimas mortales,16,Subtotal Cantabria,16,1.370
Cantabria,Cantabria,2020,Heridos hospitalizados,81,Subtotal Cantabria,81,6.681
Cantabria,Cantabria,2020,Total víctimas,1.112,Subtotal Cantabria,1.112,95.932
Cantabria,Cantabria,2021,Nº de accidentes con víctimas,974,Subtotal Cantabria,974,89.862
Cantabria,Cantabria,2021,Víctimas mortales,15,Subtotal Cantabria,15,1.533
Cantabria,Cantabria,2021,Heridos hospitalizados,116,Subtotal Cantabria,116,7.784
Cantabria,Cantabria,2021,Total víctimas,1.318,Subtotal Cantabria,1.318,119.695
Cantabria,Cantabria,2022,Nº de accidentes con víctimas,1.009,Subtotal Cantabria,1.009,97.916
Cantabria,Cantabria,2022,Víctimas mortales,21,Subtotal Cantabria,21,1.746
Cantabria,Cantabria,2022,Heridos hospitalizados,113,Subtotal Cantabria,113,8.502
Cantabria,Cantabria,2022,Total víctimas,1.369,Subtotal Cantabria,1.369,129.576
Castilla - La Mancha,Albacete,2011,Nº de accidentes con víctimas,415,Subtotal Castilla - La Mancha,2.696,83.027
Castilla - La Mancha,Albacete,2011,Víctimas mortales,26,Subtotal Castilla - La Mancha,152,2.060
Castilla - La Mancha,Albacete,2011,Heridos hospitalizados,94,Subtotal Castilla - La Mancha,633,11.347
Castilla - La Mancha,Albacete,2011,Total víctimas,634,Subtotal Castilla - La Mancha,4.236,117.687
Castilla - La Mancha,Albacete,2012,Nº de accidentes con víctimas,497,Subtotal Castilla - La Mancha,2.646,83.115
Castilla - La Mancha,Albacete,2012,Víctimas mortales,28,Subtotal Castilla - La Mancha,140,1.903
Castilla - La Mancha,Albacete,2012,Heridos hospitalizados,84,Subtotal Castilla - La Mancha,518,10.444
Castilla - La Mancha,Albacete,2012,Total víctimas,678,Subtotal Castilla - La Mancha,3.853,117.793
Castilla - La Mancha,Albacete,2013,Nº de accidentes con víctimas,481,Subtotal Castilla - La Mancha,2.606,89.519
Castilla - La Mancha,Albacete,2013,Víctimas mortales,19,Subtotal Castilla - La Mancha,120,1.680
Castilla - La Mancha,Albacete,2013,Heridos hospitalizados,87,Subtotal Castilla - La Mancha,443,10.086
Castilla - La Mancha,Albacete,2013,Total víctimas,680,Subtotal Castilla - La Mancha,3.982,126.400
Castilla - La Mancha,Albacete,2014,Nº de accidentes con víctimas,616,Subtotal Castilla - La Mancha,2.544,91.570
Castilla - La Mancha,Albacete,2014,Víctimas mortales,23,Subtotal Castilla - La Mancha,107,1.688
Castilla - La Mancha,Albacete,2014,Heridos hospitalizados,101,Subtotal Castilla - La Mancha,365,9.574
Castilla - La Mancha,Albacete,2014,Total víctimas,849,Subtotal Castilla - La Mancha,3.828,128.320
Castilla - La Mancha,Albacete,2015,Nº de accidentes con víctimas,605,Subtotal Castilla - La Mancha,2.628,97.756
Castilla - La Mancha,Albacete,2015,Víctimas mortales,22,Subtotal Castilla - La Mancha,107,1.689
Castilla - La Mancha,Albacete,2015,Heridos hospitalizados,83,Subtotal Castilla - La Mancha,377,9.495
Castilla - La Mancha,Albacete,2015,Total víctimas,837,Subtotal Castilla - La Mancha,3.883,136.144
Castilla - La Mancha,Albacete,2016,Nº de accidentes con víctimas,690,Subtotal Castilla - La Mancha,2.819,102.362
Castilla - La Mancha,Albacete,2016,Víctimas mortales,24,Subtotal Castilla - La Mancha,118,1.810
Castilla - La Mancha,Albacete,2016,Heridos hospitalizados,95,Subtotal Castilla - La Mancha,425,9.755
Castilla - La Mancha,Albacete,2016,Total víctimas,952,Subtotal Castilla - La Mancha,4.216,142.200
Castilla - La Mancha,Albacete,2017,Nº de accidentes con víctimas,711,Subtotal Castilla - La Mancha,2.649,102.233
Castilla - La Mancha,Albacete,2017,Víctimas mortales,16,Subtotal Castilla - La Mancha,129,1.830
Castilla - La Mancha,Albacete,2017,Heridos hospitalizados,99,Subtotal Castilla - La Mancha,375,9.546
Castilla - La Mancha,Albacete,2017,Total víctimas,959,Subtotal Castilla - La Mancha,3.912,140.992
Castilla - La Mancha,Albacete,2018,Nº de accidentes con víctimas,708,Subtotal Castilla - La Mancha,2.494,102.299
Castilla - La Mancha,Albacete,2018,Víctimas mortales,11,Subtotal Castilla - La Mancha,100,1.806
Castilla - La Mancha,Albacete,2018,Heridos hospitalizados,90,Subtotal Castilla - La Mancha,339,8.935
Castilla - La Mancha,Albacete,2018,Total víctimas,947,Subtotal Castilla - La Mancha,3.749,140.415
Castilla - La Mancha,Albacete,2019,Nº de accidentes con víctimas,702,Subtotal Castilla - La Mancha,2.525,104.080
Castilla - La Mancha,Albacete,2019,Víctimas mortales,28,Subtotal Castilla - La Mancha,93,1.755
Castilla - La Mancha,Albacete,2019,Heridos hospitalizados,103,Subtotal Castilla - La Mancha,318,8.613
Castilla - La Mancha,Albacete,2019,Total víctimas,917,Subtotal Castilla - La Mancha,3.583,141.113
Castilla - La Mancha,Albacete,2020,Nº de accidentes con víctimas,557,Subtotal Castilla - La Mancha,1.946,72.959
Castilla - La Mancha,Albacete,2020,Víctimas mortales,10,Subtotal Castilla - La Mancha,96,1.370
Castilla - La Mancha,Albacete,2020,Heridos hospitalizados,51,Subtotal Castilla - La Mancha,217,6.681
Castilla - La Mancha,Albacete,2020,Total víctimas,704,Subtotal Castilla - La Mancha,2.607,95.932
Castilla - La Mancha,Albacete,2021,Nº de accidentes con víctimas,732,Subtotal Castilla - La Mancha,2.399,89.862
Castilla - La Mancha,Albacete,2021,Víctimas mortales,11,Subtotal Castilla - La Mancha,104,1.533
Castilla - La Mancha,Albacete,2021,Heridos hospitalizados,78,Subtotal Castilla - La Mancha,311,7.784
Castilla - La Mancha,Albacete,2021,Total víctimas,1.002,Subtotal Castilla - La Mancha,3.434,119.695
Castilla - La Mancha,Albacete,2022,Nº de accidentes con víctimas,650,Subtotal Castilla - La Mancha,2.604,97.916
Castilla - La Mancha,Albacete,2022,Víctimas mortales,13,Subtotal Castilla - La Mancha,97,1.746
Castilla - La Mancha,Albacete,2022,Heridos hospitalizados,83,Subtotal Castilla - La Mancha,319,8.502
Castilla - La Mancha,Albacete,2022,Total víctimas,849,Subtotal Castilla - La Mancha,3.716,129.576
Castilla - La Mancha,Ciudad Real,2011,Nº de accidentes con víctimas,556,Subtotal Castilla - La Mancha,2.696,83.027
Castilla - La Mancha,Ciudad Real,2011,Víctimas mortales,34,Subtotal Castilla - La Mancha,152,2.060
Castilla - La Mancha,Ciudad Real,2011,Heridos hospitalizados,135,Subtotal Castilla - La Mancha,633,11.347
Castilla - La Mancha,Ciudad Real,2011,Total víctimas,962,Subtotal Castilla - La Mancha,4.236,117.687
Castilla - La Mancha,Ciudad Real,2012,Nº de accidentes con víctimas,484,Subtotal Castilla - La Mancha,2.646,83.115
Castilla - La Mancha,Ciudad Real,2012,Víctimas mortales,35,Subtotal Castilla - La Mancha,140,1.903
Castilla - La Mancha,Ciudad Real,2012,Heridos hospitalizados,105,Subtotal Castilla - La Mancha,518,10.444
Castilla - La Mancha,Ciudad Real,2012,Total víctimas,720,Subtotal Castilla - La Mancha,3.853,117.793
Castilla - La Mancha,Ciudad Real,2013,Nº de accidentes con víctimas,586,Subtotal Castilla - La Mancha,2.606,89.519
Castilla - La Mancha,Ciudad Real,2013,Víctimas mortales,38,Subtotal Castilla - La Mancha,120,1.680
Castilla - La Mancha,Ciudad Real,2013,Heridos hospitalizados,93,Subtotal Castilla - La Mancha,443,10.086
Castilla - La Mancha,Ciudad Real,2013,Total víctimas,937,Subtotal Castilla - La Mancha,3.982,126.400
Castilla - La Mancha,Ciudad Real,2014,Nº de accidentes con víctimas,635,Subtotal Castilla - La Mancha,2.544,91.570
Castilla - La Mancha,Ciudad Real,2014,Víctimas mortales,19,Subtotal Castilla - La Mancha,107,1.688
Castilla - La Mancha,Ciudad Real,2014,Heridos hospitalizados,79,Subtotal Castilla - La Mancha,365,9.574
Castilla - La Mancha,Ciudad Real,2014,Total víctimas,992,Subtotal Castilla - La Mancha,3.828,128.320
Castilla - La Mancha,Ciudad Real,2015,Nº de accidentes con víctimas,640,Subtotal Castilla - La Mancha,2.628,97.756
Castilla - La Mancha,Ciudad Real,2015,Víctimas mortales,27,Subtotal Castilla - La Mancha,107,1.689
Castilla - La Mancha,Ciudad Real,2015,Heridos hospitalizados,61,Subtotal Castilla - La Mancha,377,9.495
Castilla - La Mancha,Ciudad Real,2015,Total víctimas,952,Subtotal Castilla - La Mancha,3.883,136.144
Castilla - La Mancha,Ciudad Real,2016,Nº de accidentes con víctimas,675,Subtotal Castilla - La Mancha,2.819,102.362
Castilla - La Mancha,Ciudad Real,2016,Víctimas mortales,30,Subtotal Castilla - La Mancha,118,1.810
Castilla - La Mancha,Ciudad Real,2016,Heridos hospitalizados,77,Subtotal Castilla - La Mancha,425,9.755
Castilla - La Mancha,Ciudad Real,2016,Total víctimas,1.026,Subtotal Castilla - La Mancha,4.216,142.200
Castilla - La Mancha,Ciudad Real,2017,Nº de accidentes con víctimas,563,Subtotal Castilla - La Mancha,2.649,102.233
Castilla - La Mancha,Ciudad Real,2017,Víctimas mortales,33,Subtotal Castilla - La Mancha,129,1.830
Castilla - La Mancha,Ciudad Real,2017,Heridos hospitalizados,63,Subtotal Castilla - La Mancha,375,9.546
Castilla - La Mancha,Ciudad Real,2017,Total víctimas,813,Subtotal Castilla - La Mancha,3.912,140.992
Castilla - La Mancha,Ciudad Real,2018,Nº de accidentes con víctimas,500,Subtotal Castilla - La Mancha,2.494,102.299
Castilla - La Mancha,Ciudad Real,2018,Víctimas mortales,25,Subtotal Castilla - La Mancha,100,1.806
Castilla - La Mancha,Ciudad Real,2018,Heridos hospitalizados,46,Subtotal Castilla - La Mancha,339,8.935
Castilla - La Mancha,Ciudad Real,2018,Total víctimas,759,Subtotal Castilla - La Mancha,3.749,140.415
Castilla - La Mancha,Ciudad Real,2019,Nº de accidentes con víctimas,463,Subtotal Castilla - La Mancha,2.525,104.080
Castilla - La Mancha,Ciudad Real,2019,Víctimas mortales,22,Subtotal Castilla - La Mancha,93,1.755
Castilla - La Mancha,Ciudad Real,2019,Heridos hospitalizados,35,Subtotal Castilla - La Mancha,318,8.613
Castilla - La Mancha,Ciudad Real,2019,Total víctimas,667,Subtotal Castilla - La Mancha,3.583,141.113
Castilla - La Mancha,Ciudad Real,2020,Nº de accidentes con víctimas,351,Subtotal Castilla - La Mancha,1.946,72.959
Castilla - La Mancha,Ciudad Real,2020,Víctimas mortales,29,Subtotal Castilla - La Mancha,96,1.370
Castilla - La Mancha,Ciudad Real,2020,Heridos hospitalizados,43,Subtotal Castilla - La Mancha,217,6.681
Castilla - La Mancha,Ciudad Real,2020,Total víctimas,469,Subtotal Castilla - La Mancha,2.607,95.932
Castilla - La Mancha,Ciudad Real,2021,Nº de accidentes con víctimas,385,Subtotal Castilla - La Mancha,2.399,89.862
Castilla - La Mancha,Ciudad Real,2021,Víctimas mortales,24,Subtotal Castilla - La Mancha,104,1.533
Castilla - La Mancha,Ciudad Real,2021,Heridos hospitalizados,59,Subtotal Castilla - La Mancha,311,7.784
Castilla - La Mancha,Ciudad Real,2021,Total víctimas,576,Subtotal Castilla - La Mancha,3.434,119.695
Castilla - La Mancha,Ciudad Real,2022,Nº de accidentes con víctimas,414,Subtotal Castilla - La Mancha,2.604,97.916
Castilla - La Mancha,Ciudad Real,2022,Víctimas mortales,29,Subtotal Castilla - La Mancha,97,1.746
Castilla - La Mancha,Ciudad Real,2022,Heridos hospitalizados,48,Subtotal Castilla - La Mancha,319,8.502
Castilla - La Mancha,Ciudad Real,2022,Total víctimas,584,Subtotal Castilla - La Mancha,3.716,129.576
Castilla - La Mancha,Cuenca,2011,Nº de accidentes con víctimas,404,Subtotal Castilla - La Mancha,2.696,83.027
Castilla - La Mancha,Cuenca,2011,Víctimas mortales,25,Subtotal Castilla - La Mancha,152,2.060
Castilla - La Mancha,Cuenca,2011,Heridos hospitalizados,132,Subtotal Castilla - La Mancha,633,11.347
Castilla - La Mancha,Cuenca,2011,Total víctimas,631,Subtotal Castilla - La Mancha,4.236,117.687
Castilla - La Mancha,Cuenca,2012,Nº de accidentes con víctimas,367,Subtotal Castilla - La Mancha,2.646,83.115
Castilla - La Mancha,Cuenca,2012,Víctimas mortales,21,Subtotal Castilla - La Mancha,140,1.903
Castilla - La Mancha,Cuenca,2012,Heridos hospitalizados,79,Subtotal Castilla - La Mancha,518,10.444
Castilla - La Mancha,Cuenca,2012,Total víctimas,568,Subtotal Castilla - La Mancha,3.853,117.793
Castilla - La Mancha,Cuenca,2013,Nº de accidentes con víctimas,374,Subtotal Castilla - La Mancha,2.606,89.519
Castilla - La Mancha,Cuenca,2013,Víctimas mortales,30,Subtotal Castilla - La Mancha,120,1.680
